,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score
2861,The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,79.0,81.0,0.04337050805452293,76.92,82.05,53.00445683601817
2862,Madden NFL 2003,XB,2002,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,92.0,83.0,0.04337050805452293,93.59,84.62,59.41779016935151
2863,Skate,X360,2007,Sports,Electronic Arts,0.62,0.03,0.0,0.06,0.71,86.0,84.0,0.03085059497576025,85.9,89.66,58.53028353165859
2865,XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.27,0.36,0.0,0.08,0.71,89.0,82.0,0.05079825834542816,94.2,85.92,60.05693275278181
2866,Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.23,0.3,0.0,0.18,0.71,60.0,72.0,0.03085059497576025,52.56,75.86,42.81695019832525
2867,Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,0.35,0.27,0.0,0.09,0.71,93.0,90.0,0.09735744089012516,98.59,92.59,63.75911914696337
2868,Crysis,PC,2007,Shooter,Electronic Arts,0.0,0.69,0.0,0.02,0.71,91.0,80.0,0.03085059497576025,92.31,85.06,59.13361686499192
2869,Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71,39.0,70.0,0.1323251417769376,18.06,70.73,29.64077504725898
2870,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.62,0.04,0.0,0.06,0.71,66.0,40.0,0.03085059497576025,60.26,39.08,33.123616864991924
2872,Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,Atari,0.55,0.14,0.0,0.02,0.71,73.0,78.0,0.04337050805452293,69.23,78.21,49.16112350268484
2875,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71,85.0,88.0,0.09735744089012516,87.32,90.12,59.179119146963366
2877,Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71,48.0,51.0,0.04337050805452293,37.18,43.59,26.937790169351512
2879,Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.35,0.27,0.0,0.09,0.71,49.0,62.0,0.03365384615384616,30.88,56.0,28.97121794871795
2880,Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,75.0,68.0,0.03085059497576025,71.79,71.26,47.693616864991924
2885,Madden NFL 09,PSP,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71,68.0,65.0,0.01971275696986764,60.0,67.07,42.36323758565662
2887,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71,77.0,74.0,0.01971275696986764,72.0,78.05,50.023237585656624
2889,Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,0.71,73.0,78.0,0.09234828496042216,67.74,85.29,51.040782761653475
2890,Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,0.71,59.0,73.0,0.03085059497576025,51.28,77.01,42.773616864991915
2893,NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71,83.0,77.0,0.01971275696986764,80.0,81.71,53.90990425232329
2894,Doom 3: Resurrection of Evil,XB,2005,Shooter,Activision,0.53,0.15,0.0,0.03,0.71,77.0,79.0,0.030172413793103446,72.06,83.15,51.74672413793104
2895,SSX,X360,2012,Sports,Electronic Arts,0.38,0.26,0.0,0.06,0.7,82.0,64.0,0.050072568940493466,84.06,60.56,48.223357522980166
2896,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,65.0,59.0,0.030409872190392245,58.97,60.92,39.973469957396794
2897,Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.22,0.0,0.07,0.7,50.0,55.0,0.030409872190392245,39.74,56.32,32.030136624063466
2898,Tony Hawk's Underground,GC,2003,Sports,Activision,0.54,0.14,0.0,0.02,0.7,89.0,85.0,0.09596662030598052,92.96,86.42,59.82532220676867
2899,Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0.0,0.14,0.7,67.0,69.0,0.029741379310344825,57.35,71.91,43.09658045977011
2901,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7,81.0,78.0,0.030409872190392245,79.49,82.76,54.09346995739679
2903,Skylanders: Trap Team,WiiU,2014,Action,Activision,0.38,0.26,0.0,0.06,0.7,86.0,71.0,0.05476190476190476,84.51,74.03,52.864920634920644
2904,Star Wars: Obi-Wan,XB,2001,Action,Activision,0.52,0.16,0.0,0.02,0.7,58.0,59.0,0.04609218436873747,45.07,50.0,31.705364061456248
2905,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.23,0.14,0.3,0.04,0.7,78.0,84.0,0.021062271062271057,77.22,89.29,55.5103540903541
2906,Kill.Switch,PS2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7,73.0,83.0,0.09596662030598052,70.42,83.95,51.488655540102
2907,Catherine,PS3,2011,Adventure,Deep Silver,0.3,0.14,0.2,0.06,0.7,79.0,81.0,0.04687499999999999,77.33,90.79,56.055625
2910,SplashDown,PS2,2001,Racing,Atari,0.34,0.27,0.0,0.09,0.7,84.0,82.0,0.04609218436873747,81.69,82.86,54.86536406145624
2912,Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,89.0,86.0,0.029741379310344825,89.71,91.01,60.24991379310345
2913,Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,68.0,70.0,0.019431146156012387,60.0,73.17,44.39647704871867
2917,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.16,0.43,0.01,0.11,0.7,78.0,75.0,0.09102902374670184,75.81,80.88,52.260343007915566
2918,NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.7,86.0,70.0,0.04687499999999999,86.67,76.32,54.345625000000005
2919,Advance Wars,GBA,2001,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,92.0,90.0,0.04609218436873747,92.96,94.29,62.4320307281229
2920,NASCAR 2001,PS2,2000,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,66.0,66.0,0.13043478260869565,55.56,65.85,40.51347826086956
2923,Mafia,PS2,2004,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7,65.0,76.0,0.03317307692307692,54.41,74.67,43.037724358974366
2925,Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05,0.7,66.0,64.0,0.029741379310344825,55.88,66.29,40.73324712643679
2926,Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7,58.0,81.0,0.13043478260869565,44.44,84.15,42.9068115942029
2927,MLB 08: The Show,PS3,2008,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7,85.0,87.0,0.019431146156012387,82.67,93.9,58.86314371538534
2928,TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7,90.0,88.0,0.042750929368029746,91.03,91.03,60.70091697645601
2929,Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,0.42,0.22,0.0,0.06,0.7,43.0,33.0,0.04687499999999999,29.33,27.63,19.002291666666665
2930,Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.37,0.0,0.07,0.7,80.0,76.0,0.04687499999999999,78.67,84.21,54.30895833333333
2931,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,73.0,75.0,0.03317307692307692,66.18,73.33,46.51439102564103
2934,James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.18,0.36,0.02,0.13,0.7,65.0,74.0,0.03165137614678899,54.93,80.23,45.063883792048934
2938,Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0.0,0.26,0.17,0.69,65.0,75.0,0.02996914940502424,58.97,79.31,46.10332304980167
2939,LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.41,0.22,0.0,0.06,0.69,70.0,68.0,0.020757020757020753,67.09,70.24,45.78358567358567
2941,Halo 2 Multiplayer Map Pack,XB,2005,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69,89.0,74.0,0.029310344827586206,89.71,77.53,55.7564367816092
2942,Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.58,0.02,0.0,0.09,0.69,77.0,86.0,0.029310344827586206,72.06,91.01,54.366436781609195
2947,MotionSports,X360,2010,Sports,Ubisoft,0.38,0.25,0.0,0.06,0.69,40.0,44.0,0.031192660550458717,19.72,45.35,21.70039755351682
2948,MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.64,0.0,0.0,0.05,0.69,68.0,81.0,0.008240426563257392,60.56,84.81,48.45941347552108
2949,Mario Pinball Land,GBA,2004,Misc,Nintendo,0.5,0.18,0.0,0.01,0.69,62.0,49.0,0.032692307692307694,50.0,38.67,29.567564102564102
2952,Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,0.53,0.14,0.0,0.02,0.69,65.0,63.0,0.09457579972183587,59.15,59.26,39.50152526657394
2955,Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,Electronic Arts,0.39,0.23,0.0,0.06,0.69,76.0,74.0,0.053968253968253964,70.42,77.92,49.46465608465608
2956,Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.46,0.17,0.0,0.07,0.69,75.0,58.0,0.03233475986685687,73.81,58.54,44.12744491995562
2957,The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.31,0.3,0.0,0.07,0.69,50.0,33.0,0.019149535342157135,36.0,28.05,21.356383178447388
2958,Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,77.0,83.0,0.04213135068153656,74.36,84.62,53.00737711689385
2959,Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.19,0.36,0.01,0.12,0.69,75.0,76.0,0.031192660550458717,69.01,82.56,50.53373088685015
2961,The Lord of the Rings: The Return of the King,GC,2003,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,84.0,85.0,0.09457579972183587,85.92,86.42,57.478191933240616
2962,The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.28,0.32,0.0,0.09,0.69,77.0,61.0,0.04619565217391304,74.67,64.47,46.39539855072464
2964,Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.17,0.39,0.0,0.13,0.69,82.0,77.0,0.04619565217391304,81.33,85.53,55.63539855072463
2966,Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.34,0.26,0.0,0.09,0.68,78.0,87.0,0.032211538461538465,73.53,89.33,54.29740384615385
2967,Shark Tale,GBA,2004,Action,Activision,0.49,0.18,0.0,0.01,0.68,63.0,90.0,0.032211538461538465,51.47,93.33,48.277403846153845
2968,IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,505 Games,0.34,0.25,0.0,0.1,0.68,81.0,73.0,0.02045177045177045,81.01,76.19,52.406817256817256
2972,NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68,89.0,88.0,0.09318497913769123,92.96,90.12,61.05772832637923
2974,MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0.0,0.06,0.68,70.0,71.0,0.02952842661965624,65.38,74.71,46.70650947553988
2975,The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66.0,69.0,0.018867924528301886,57.33,71.95,43.099622641509434
2976,NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0.0,0.03,0.68,89.0,80.0,0.032211538461538465,89.71,80.0,56.58073717948718
2978,The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85.0,88.0,0.030733944954128446,83.1,96.51,59.88024464831804
2979,Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68,72.0,81.0,0.09318497913769123,69.01,81.48,50.1943949930459
2980,Sniper Elite 3,PS4,2014,Shooter,505 Games,0.24,0.34,0.0,0.11,0.68,67.0,71.0,0.05317460317460318,57.75,74.03,43.944391534391535
2981,Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,0.57,0.02,0.0,0.09,0.68,85.0,85.0,0.02887931034482759,83.82,89.89,57.912959770114945
2982,Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,82.0,86.0,0.02952842661965624,80.77,91.95,57.583176142206554
2985,Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,82.0,84.0,0.09243697478991596,70.21,72.97,47.757478991596635
2986,Iron Man,PS3,2008,Action,Sega,0.32,0.25,0.0,0.11,0.68,42.0,62.0,0.018867924528301886,25.33,63.41,29.586289308176095
2987,FIFA Soccer 06,XB,2005,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68,80.0,75.0,0.02887931034482759,76.47,78.65,51.71629310344829
2988,Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68,85.0,87.0,0.032211538461538465,83.82,89.33,57.72740384615384
2990,.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,0.23,0.18,0.2,0.06,0.68,76.0,89.0,0.041511771995043384,73.08,92.31,55.14383725733168
2991,Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,0.34,0.28,0.0,0.06,0.68,79.0,78.0,0.05317460317460318,74.65,83.12,52.60772486772487
2992,Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0.0,0.0,0.05,0.68,69.0,68.0,0.02952842661965624,64.1,71.26,45.12984280887323
2995,Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.33,0.0,0.33,0.02,0.67,82.0,88.0,0.04789550072568941,84.06,94.37,59.49263183357524
2996,Return to Castle Wolfenstein: Tides of War,XB,2003,Shooter,Activision,0.49,0.16,0.0,0.02,0.67,84.0,88.0,0.0917941585535466,85.92,90.12,58.710598052851175
2997,RIFT,PC,2011,Role-Playing,Unknown,0.44,0.16,0.0,0.07,0.67,84.0,73.0,0.04483695652173913,84.0,80.26,54.768278985507244
2998,Spider-Man 3,PS3,2007,Platform,Activision,0.26,0.29,0.02,0.11,0.67,60.0,70.0,0.02908770383428824,52.56,73.56,42.04969590127809
3000,Mass Effect,PC,2008,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.08,0.67,89.0,86.0,0.018586313714446634,88.0,92.68,60.23286210457149
3006,The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0.25,0.0,0.06,0.67,79.0,73.0,0.05238095238095238,74.65,76.62,50.44079365079366
3007,Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,74.0,90.0,0.04089219330855019,70.51,93.59,54.71363073110285
3008,Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0.0,0.02,0.67,78.0,89.0,0.028448275862068967,73.53,94.38,55.97948275862069
3011,The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,71.0,71.0,0.05238095238095238,63.38,74.03,45.820793650793654
3012,Turok,PS3,2008,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,67.0,60.0,0.018586313714446634,58.67,60.98,39.88952877123815
3014,Terraria,X360,2013,Action,505 Games,0.35,0.27,0.0,0.06,0.67,81.0,72.0,0.031383737517831675,80.95,75.61,52.19712791250595
3015,Red Steel,Wii,2006,Shooter,Ubisoft,0.54,0.03,0.04,0.05,0.67,63.0,68.0,0.007998061076102764,53.52,68.35,40.62599935369203
3020,Unreal Tournament III,PS3,2007,Shooter,Midway Games,0.33,0.23,0.0,0.1,0.67,86.0,77.0,0.02908770383428824,85.9,81.61,55.846362567944766
3022,Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,68.0,71.0,0.03027522935779817,59.15,76.74,45.306758409785935
3023,The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0.0,0.06,0.67,73.0,64.0,0.03027522935779817,66.2,68.6,44.9434250764526
3029,NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,81.0,88.0,0.03125000000000001,77.94,90.67,56.213750000000005
3030,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77.0,72.0,0.028646981048920234,74.36,75.86,50.08288232701631
3031,Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.59,0.03,0.0,0.05,0.66,62.0,72.0,0.01984126984126984,56.96,75.0,43.993280423280424
3032,Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.66,67.0,69.0,0.007876878332525449,59.15,69.62,42.92595895944418
3033,WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.33,0.2,0.0,0.14,0.66,78.0,81.0,0.007876878332525449,74.65,84.81,53.15595895944418
3035,F1 2015,PS4,2015,Racing,Codemasters,0.09,0.45,0.03,0.1,0.66,65.0,63.0,0.07593457943925233,59.74,61.54,40.451978193146424
3036,Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0.0,0.09,0.66,65.0,66.0,0.028646981048920234,58.97,68.97,42.65621566034964
3037,The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,0.66,80.0,77.0,0.028646981048920234,78.21,81.61,53.2828823270163
3039,MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,61.0,79.0,0.09040333796940195,53.52,79.01,44.20680111265647
3043,Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,58.0,83.0,0.04342017368069472,45.07,84.29,43.1344733912269
3044,NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,74.0,80.0,0.04027261462205701,70.51,80.77,50.44009087154069
3047,Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,69.0,29.0,0.007876878332525449,61.97,18.99,26.989292292777506
3051,Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,83.0,78.0,0.029816513761467895,80.28,84.88,55.06327217125382
3053,NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,88.0,84.0,0.01984126984126984,89.87,89.29,59.726613756613766
3054,100 Classic Books,DS,2008,Misc,Nintendo,0.12,0.52,0.0,0.02,0.66,70.0,60.0,0.018304702900591382,62.67,60.98,41.2227682343002
3059,Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,78.0,87.0,0.03125000000000001,73.53,89.33,54.29708333333334
3061,NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.1,0.0,0.05,0.66,83.0,66.0,0.04716981132075472,85.51,63.38,49.64572327044025
3062,Napoleon: Total War,PC,2010,Strategy,Sega,0.02,0.53,0.0,0.12,0.66,81.0,79.0,0.029816513761467895,77.46,86.05,54.513272171253824
3065,Rayman Legends,WiiU,2013,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,92.0,87.0,0.03090822634331907,94.05,93.9,62.660302742114446
3066,The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,81.0,90.0,0.09040333796940195,81.69,92.59,58.123467779323136
3067,BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.29,0.3,0.0,0.07,0.66,94.0,85.0,0.03090822634331907,96.43,91.46,62.64030274211444
3069,Ratatouille,PSP,2007,Action,THQ,0.22,0.27,0.0,0.16,0.66,64.0,71.0,0.028646981048920234,57.69,74.71,44.14288232701631
3070,Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,67.0,71.0,0.04716981132075472,62.32,70.42,44.26238993710692
3071,Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,76.0,66.0,0.018304702900591382,70.67,68.29,46.326101567633536
3072,Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,71.0,74.0,0.04027261462205701,66.67,73.08,46.59675753820735
3073,Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63.0,73.0,0.03125000000000001,51.47,70.67,40.72375
3074,Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,71.0,79.0,0.029816513761467895,63.38,86.05,49.81993883792049
3075,Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60.0,69.0,0.029816513761467895,47.89,74.42,40.77993883792049
3078,One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0.0,0.19,0.42,0.05,0.66,71.0,78.0,0.03090822634331907,69.05,82.93,50.67030274211444
3080,Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,88.0,80.0,0.028017241379310345,88.24,84.27,57.5126724137931
3084,LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.38,0.22,0.0,0.06,0.65,70.0,67.0,0.07476635514018691,66.23,66.67,44.324922118380066
3085,Kung Fu Panda,PS2,2008,Action,Activision,0.24,0.0,0.0,0.41,0.65,73.0,86.0,0.01802309208673613,66.67,92.68,53.12267436402891
3086,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73.0,83.0,0.050793650793650794,66.2,89.61,51.95359788359789
3090,Shaun White Snowboarding,PS3,2008,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,63.0,63.0,0.01802309208673613,53.33,64.63,39.32600769736224
3091,Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74.0,90.0,0.027586206896551727,67.65,95.51,54.39586206896553
3094,F-Zero GX,GC,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89.0,85.0,0.0890125173852573,92.96,86.42,59.823004172461744
3095,Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,60.0,89.0,0.027586206896551727,47.06,94.38,47.15586206896552
3096,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.65,76.0,74.0,0.01802309208673613,70.67,78.05,49.57934103069558
3097,Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,60.0,66.0,0.030769230769230774,47.06,61.33,36.140256410256406
3098,Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,47.0,60.0,0.039653035935563824,35.9,55.13,30.356551011978524
3100,Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,82.0,72.0,0.01802309208673613,78.67,75.61,51.43267436402891
3102,Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,0.65,85.0,78.0,0.04644412191582003,88.41,80.28,56.24548137397195
3104,Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,84.0,78.0,0.01802309208673613,81.33,82.93,54.75934103069559
3105,Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89.0,94.0,0.0890125173852573,92.96,97.53,63.526337505795084
3106,Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60.0,74.0,0.02820625826355223,52.56,78.16,43.58273541942119
3108,The Last Story,Wii,2011,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80.0,84.0,0.043478260869565216,78.67,94.74,57.81782608695652
3109,Drakengard,PS2,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,63.0,91.0,0.0890125173852573,56.34,93.83,50.086337505795086
3112,Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,77.0,88.0,0.027586206896551727,72.06,93.26,55.11586206896552
3113,Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68.0,67.0,0.027586206896551727,58.82,69.66,42.83586206896552
3119,Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,80.0,69.0,0.019536019536019533,79.75,71.43,50.39984533984534
3120,007: Quantum of Solace,Wii,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,75.0,0.01802309208673613,41.33,79.27,40.206007697362246
3123,Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,0.03,0.58,0.0,0.04,0.65,64.0,80.0,0.08443271767810026,53.23,88.24,47.1848109058927
3127,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,64.0,76.0,0.05,53.52,80.52,44.696666666666665
3129,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67.0,66.0,0.030288461538461542,57.35,61.33,39.57009615384615
3130,Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0.22,0.38,0.0,0.05,0.64,84.0,77.0,0.02995720399429387,84.52,81.71,55.41998573466477
3131,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,62.0,0.017741481272880878,41.33,63.41,34.91924716042429
